id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
352392,SPLENDID STAR SAN MARCO SQUARE,1784535,Monica,Isole,San Marco,45.43601,12.33904,Entire home/apt,170,2,112,2019-04-21,2.16,4,101
356388,Casanova's room,642936,Maria,Isole,Santa Croce,45.43943,12.32267,Private room,75,2,296,2019-05-03,3.43,2,239
357073,EXCLUSIVE | MURANO Suites - ACQUAMARE,1567140,Elodie,Isole,Murano,45.45717,12.35347,Entire home/apt,135,1,246,2019-05-04,2.87,4,286
358332,FEW STEPS FROM SAN MARCO- BLUE CANAL VIEW,1813795,Maura,Isole,Castello,45.43509,12.34168,Private room,69,1,410,2019-04-30,4.78,3,289
359868,CONVENIENT APARTMENT FOR VENICE-FREE PARKING,1651523,Lorenzo,Terraferma,Bissuola,45.49602,12.26101,Entire home/apt,65,2,399,2019-04-27,4.61,3,337
360544,a stone's throw from Frari church,1823471,Michele,Isole,San Polo,45.43602,12.3288,Entire home/apt,85,3,314,2019-05-03,3.64,2,37
365973,Santa Margherita Big House Venice,1784566,Nicola And Maria Chiara,Isole,Dorsoduro,45.4343,12.32639,Entire home/apt,230,3,39,2019-04-21,0.49,2,204
369257,Appartamento centrale a Venezia,1862349,Elide,Isole,Castello,45.43772,12.34018,Entire home/apt,104,2,172,2019-02-24,2.53,4,317
372379,"apartment in the center of Venice, canal view",619545,Silvia,Isole,San Polo,45.4393,12.32936,Entire home/apt,400,3,139,2019-04-22,1.63,2,356
375305,San Marco Terrace in Venice,1784566,Nicola And Maria Chiara,Isole,Dorsoduro,45.43473,12.3224,Entire home/apt,90,3,155,2019-02-28,1.81,2,180
375652,Near the historic Ghetto - Pied-a-terre canal view,289615,Valentina,Isole,Cannaregio,45.44725,12.32986,Entire home/apt,63,2,41,2019-04-16,0.53,76,297
376362,"La Galea: Silent, Romantic and large with 2 dbl WF",1532147,Giovanni & Patrizia,Isole,Dorsoduro,45.43452,12.31691,Entire home/apt,72,2,24,2018-10-10,0.28,2,168
377562,CA'PREZIOSA,1897360,Davide,Isole,Cannaregio,45.44232,12.33948,Entire home/apt,160,2,159,2019-04-11,1.87,3,311
378039,Corte San Francesco,745553,Rosanna E Francesca,Isole,Castello,45.43877,12.3477,Entire home/apt,90,3,174,2019-04-27,3.18,6,0
388399,Gran Canal Apartment Rialto Ca D'or,1943379,P & R,Isole,San Polo,45.43876,12.33178,Entire home/apt,200,1,265,2019-04-27,3.23,1,102
396228,Apartment to visit Venice,1602248,Tiziana,Terraferma,Chirignago,45.48628,12.19893,Entire home/apt,55,3,112,2019-04-26,1.32,3,364
412848,Casa Annalisa in front of San Marco,2054352,Silvia,Isole,Giudecca,45.42477,12.33449,Entire home/apt,140,2,56,2018-02-13,1.20,1,325
414370,"Elegant, Romantic & 4 Family: central Venice wifi.",1532147,Giovanni & Patrizia,Isole,Dorsoduro,45.43262,12.318,Entire home/apt,110,2,54,2019-05-09,0.67,2,168
420146,ELEGANT B&B IN THE MIDDLE OF VENICE,2089352,Silvia,Isole,Castello,45.43661,12.34663,Private room,73,2,271,2019-05-01,3.16,1,166
423767,In the peace of a secret garden...,1981478,Yaya,Isole,Cannaregio,45.44446,12.32314,Entire home/apt,140,3,162,2018-03-12,2.31,1,0
426097,VENICIAN ROOM WITH TERRACE,1878243,Elisabetta,Isole,Cannaregio,45.44126,12.34094,Private room,65,5,6,2019-05-01,0.48,2,40
426305,S. GIOVANNI E PAOLO QUIET & COMFORT,1538707,Andrea,Isole,Cannaregio,45.44173,12.3407,Entire home/apt,80,3,124,2019-04-08,1.51,4,222
429750,Canalside flat in central Venice,2136473,David,Isole,Dorsoduro,45.43215,12.3227,Entire home/apt,197,3,36,2019-04-03,0.49,1,216
431287,APARTMENT GRAPPA PARADISE,2138358,Luca,Isole,Sant'Elena,45.42816,12.36206,Entire home/apt,115,3,190,2019-04-22,2.23,2,145
441868,Magical view inside Venice.,2193613,Pierantonio,Isole,Santa Croce,45.44129,12.32999,Entire home/apt,185,3,315,2019-04-29,3.74,2,240
442154,Summer Discounts! - Jewel Box with Private Garden,2196999,Barbara,Isole,Dorsoduro,45.43183,12.32288,Entire home/apt,169,2,111,2019-05-02,1.38,4,256
449757,central studio,1538707,Andrea,Isole,Cannaregio,45.44323,12.33901,Entire home/apt,75,3,179,2019-04-16,2.12,4,260
452870,Dolce Venezia Luxury Flat San Marco - free wifi,283131,Anunxiata,Isole,San Marco,45.43192,12.33498,Entire home/apt,350,3,99,2019-04-26,1.39,7,316
453741,CA TERRAZZA I,401113,Cristina,Isole,Castello,45.43747,12.33849,Entire home/apt,220,2,29,2018-10-02,0.35,10,307
453790,CA TERRAZZA II ,401113,Cristina,Isole,Castello,45.43806,12.33871,Entire home/apt,220,2,9,2019-01-01,0.13,10,304
453896,Big flat over venetian canal with great terrace,674749,Riccardo,Isole,Santa Croce,45.44112,12.32461,Entire home/apt,129,2,131,2018-09-09,1.58,4,276
463524,Apartment two steps from St Mark sq,1490179,Laura,Isole,San Marco,45.43557,12.33812,Entire home/apt,95,3,142,2019-05-03,1.68,12,0
463737,"""Alle Rondini 2""- Country House",2304427,Nicla,Terraferma,Gatta - Bondu?,45.53412,12.2165,Private room,70,2,23,2017-05-29,0.28,2,365
464154,Ca'Biennale Apartment,2306571,Beatrice,Isole,Castello,45.43071,12.35624,Entire home/apt,97,3,100,2019-03-31,1.18,3,335
468341,Great flat with terrace,2311463,Silvia,Isole,Cannaregio,45.44066,12.33847,Entire home/apt,97,3,164,2019-04-21,1.94,1,178
474357,Old Secret Venetian House & Garden,2351876,Ciro,Isole,Giudecca,45.42681,12.32077,Entire home/apt,334,2,49,2019-03-30,0.62,2,329
476112,Moisè Lounge JUST 90MT S.MARKS sq.,2360430,Centrale Venice Apartments,Isole,San Marco,45.434,12.33559,Entire home/apt,126,3,149,2019-05-02,1.82,2,154
480650,ROMANTIC APARTMENT IN VENICE HEART,2380251,Francesca,Isole,Castello,45.43573,12.34627,Entire home/apt,195,2,55,2018-10-10,0.68,1,161
482466,BRIGHT APARTMENT WITH TERRACE,2368512,Fra,Isole,Dorsoduro,45.43221,12.32231,Entire home/apt,95,3,4,2012-10-15,0.05,2,104
483901,Charming apt in Molino Stucky w/SPA,2396006,Marco,Isole,Giudecca,45.4277,12.31953,Entire home/apt,125,2,70,2019-04-23,0.94,1,304
485892,L0'ving in Venice 5 stars apartment,2404710,Silvana,Isole,Cannaregio,45.44221,12.33448,Entire home/apt,124,3,101,2019-05-01,1.21,1,121
486294,Bright studio inthe heart of Venice,1229136,Martina,Isole,Dorsoduro,45.43368,12.32721,Entire home/apt,90,2,84,2018-07-08,1.01,6,256
487484,Impressive 3 Bedroom Apartment,2412054,Mpa,Isole,Cannaregio,45.44579,12.32287,Entire home/apt,165,3,61,2018-07-10,0.83,1,279
487634,Charming large palazzo in center Venice,2320717,Edouard,Isole,Cannaregio,45.43918,12.33673,Entire home/apt,550,2,146,2019-04-22,1.79,1,239
487772,MP,2413479,Mp,Isole,Cannaregio,45.44443,12.32115,Entire home/apt,175,3,84,2018-11-02,1.00,1,261
490781,APARTMENT FROM 2 TO 8 PERSONS  ROS ,2426720,Lorenzo,Isole,Cannaregio,45.4434,12.33387,Entire home/apt,136,4,13,2017-02-22,0.17,2,301
492781,APARTMENT FROM 2 TO 7 PERSONS  VER,2426720,Lorenzo,Isole,Cannaregio,45.44468,12.33378,Entire home/apt,136,3,11,2019-03-20,0.13,2,323
492901,a short walk from piazza san marco,6304868,Roberta,Isole,Castello,45.434,12.3463,Entire home/apt,450,1,17,2016-06-14,0.21,4,363
494629,CA' AFFRESCO stunning FAMILY FLAT by Saint Mark's!,1438903,Barbara,Isole,San Marco,45.43449,12.33771,Entire home/apt,300,2,45,2019-04-17,0.56,26,149
495857,1 MatyMarty's W.  Central Room WI-FI,1509668,Martina,Isole,Santa Croce,45.44184,12.32637,Private room,75,2,549,2019-04-26,6.50,4,275
505177,San Marco Terrace,2490984,Dominique,Isole,Castello,45.43455,12.34151,Entire home/apt,400,2,96,2019-05-01,1.17,4,320
509641,Large apartment in Jewish Ghetto with 3 bedrooms,2508340,Giacomo,Isole,Cannaregio,45.44554,12.32599,Entire home/apt,160,2,106,2019-04-08,1.33,17,305
511064,Cozy apartment for 4 in Jewish Ghetto A/C & WIFI,2508340,Giacomo,Isole,Cannaregio,45.44586,12.32605,Entire home/apt,120,2,32,2019-04-19,0.41,17,321
511529,A niceFLAT for a great holiday!!!,2519784,Anna,Terraferma,La Favorita,45.52773,12.24307,Entire home/apt,120,2,78,2018-07-30,0.93,2,332
512407,Two-piece Apt - Heart of Venice,2524358,Maddalena,Isole,San Marco,45.43546,12.33629,Entire home/apt,120,4,2,2015-06-27,0.02,1,323
522028,Private room - super friendly flat,2306935,Jacopo,Isole,Dorsoduro,45.43336,12.3265,Entire home/apt,95,2,250,2019-04-29,3.00,1,173
525119,"2 Bedrooms Apartment close to S.Marcuola, WI-FI",2508340,Giacomo,Isole,Cannaregio,45.44459,12.32866,Entire home/apt,120,2,47,2019-01-05,0.61,17,304
527612,"amazing view roof terrace, fun sunsets swim beach",285938,Lucia,Isole,Lido,45.39473,12.35409,Entire home/apt,98,3,31,2018-10-05,0.38,2,31
531274,Feel like (Website hidden by Airbnb) Cannaregio,2604353,Marina,Isole,Cannaregio,45.44182,12.33698,Private room,95,3,281,2019-04-26,3.37,1,345
531863,Venice - Apartment Gugghenheim,2613819,Fabio,Isole,Dorsoduro,45.42967,12.3319,Entire home/apt,135,4,143,2019-04-24,1.73,1,259
534348,Single Room,571311,Debora,Isole,Cannaregio,45.44009,12.33717,Private room,70,1,3,2019-03-13,0.05,8,244
534360,Double Economy Room WITHOUT View,571311,Debora,Isole,Cannaregio,45.43996,12.33594,Private room,90,1,4,2018-05-21,0.08,8,211
534364,Double Room Little Canal View,571311,Debora,Isole,Cannaregio,45.43914,12.33677,Private room,110,1,2,2017-04-10,0.05,8,206
534374,Double Room overlook Canal Grande,571311,Debora,Isole,Cannaregio,45.43881,12.33671,Private room,140,1,0,,,8,260
534382,Triple Room Little Canal View,571311,Debora,Isole,Cannaregio,45.43874,12.33765,Private room,150,1,6,2019-02-13,0.35,8,277
534387,Quadruple Room Little Canal View,571311,Debora,Isole,Cannaregio,45.43995,12.33716,Private room,180,1,3,2019-02-05,0.18,8,214
536332,Apartment Arsenale Venice 6 people,2634978,City Apartments,Isole,Castello,45.43377,12.35001,Entire home/apt,220,3,22,2019-04-14,0.27,109,273
537029,Double room with private bathroom,2637692,Patricia G.,Isole,San Marco,45.43222,12.33021,Private room,109,1,99,2017-09-09,1.19,3,87
540832,Amazing view on the canal,2658606,Luca,Isole,Santa Croce,45.4388,12.32575,Entire home/apt,285,3,64,2019-05-05,0.94,1,286
544361,"Summer Offer - ""Life in Venice"" w/ Private Garden",2196999,Barbara,Isole,Dorsoduro,45.43224,12.31584,Entire home/apt,200,2,94,2019-05-04,1.16,4,240
544834,Le Tango - in the heart of Venice,2679233,Caterina,Isole,San Marco,45.43591,12.33168,Entire home/apt,130,4,136,2019-03-11,1.69,1,115
544984,cosy flat in the labyrinthine city,2679513,Elena,Isole,Dorsoduro,45.43417,12.31717,Entire home/apt,98,3,280,2019-04-29,3.42,3,258
554627,Large Twin Room in Venice Center,2637692,Patricia G.,Isole,San Marco,45.4326,12.33051,Private room,99,1,85,2017-06-06,1.03,3,267
556190,Romantic Venice - Ca 'Ruzante -,2735232,Remigio,Isole,Castello,45.43246,12.35514,Entire home/apt,79,3,112,2019-05-05,1.36,1,255
556657,Cà del Pozzo - 5 mn from S.Marco sq,2737238,Annalisa E Emma,Isole,San Marco,45.43322,12.33295,Entire home/apt,200,3,78,2019-04-26,1.13,3,253
556812,LUXURY DESIGN ROOM+Breakfast_15 min. from VENICE,2737672,Federica,Terraferma,San Lorenzo XXV Aprile,45.49458,12.23949,Private room,63,1,370,2019-05-07,4.46,4,0
563510,"Apartment Altana, Amazing Grand Canal View",2634978,City Apartments,Isole,Santa Croce,45.44067,12.32308,Entire home/apt,510,3,86,2019-04-28,1.21,109,212
567154,Bright&comfy flat in Venice,2790016,Jyoti  Ch,Isole,Giudecca,45.42644,12.32425,Entire home/apt,95,3,114,2019-04-06,1.40,2,207
574922,Romantic Getaway Moments from the Rialto Bridge,2635450,Paola,Isole,San Polo,45.43911,12.33248,Entire home/apt,135,2,148,2019-05-03,1.84,1,247
583792,ROMANTIC APARTMENT IN VENICE,2602970,Elena,Isole,Dorsoduro,45.43218,12.31739,Entire home/apt,79,1,428,2019-05-01,5.21,6,257
584522,Il cielo sopra Venezia,2880230,Andrea,Isole,San Marco,45.43224,12.329,Entire home/apt,165,3,73,2019-04-16,0.98,1,273
589316,in venice between sea and lagoon,2906995,Radiana,Isole,Lido,45.41261,12.37022,Entire home/apt,69,2,61,2019-05-11,0.84,3,134
601350,dimora tipica veneziana ,2975628,Geraldine,Isole,San Polo,45.43747,12.32925,Entire home/apt,190,3,39,2019-02-17,0.48,3,364
603168,Le Guglie LT in Venice,2985972,Paolo,Isole,Cannaregio,45.44404,12.32537,Private room,80,2,330,2019-04-25,4.15,3,187
618422,Rialto Mercato vista Canal Grande,3063776,Maurizio,Isole,San Polo,45.43813,12.33474,Entire home/apt,180,2,258,2019-05-08,3.17,1,247
620968,FEW STEPS FROM SAN MARCO- WISTERIA CANAL VIEW,1813795,Maura,Isole,Castello,45.43714,12.34183,Private room,69,1,125,2019-03-19,1.59,3,270
623236,Central dble bedrm ensuite bathrm,1104205,Lola,Isole,San Marco,45.43314,12.3285,Private room,99,2,214,2019-04-27,2.62,1,301
625138,Villa ai Tigli Garden House Venice,564594,Eliana,Terraferma,Campalto,45.48736,12.29569,Entire home/apt,60,1,105,2019-04-24,1.29,6,315
630388,Carnival Venice Apartment in Venice center,381172,Marco,Isole,Castello,45.43775,12.34665,Entire home/apt,110,3,106,2019-05-02,1.35,1,60
632234,B&BElena elegant roomsWithpvtBath,3145348,Elena,Terraferma,Altobello,45.48952,12.2469,Private room,70,1,63,2019-04-21,0.91,2,346
634018,nice private room,3156876,Bruna,Terraferma,Marghera,45.47306,12.22731,Private room,48,2,229,2019-04-22,3.16,3,320
634685,Private rooms near venice,3161400,Gianni,Terraferma,Marghera Catene,45.47647,12.21444,Private room,60,2,262,2019-04-23,3.59,4,357
634707,CA' CRISTINA II,606597,Cristina,Isole,Castello,45.429,12.35663,Private room,58,3,7,2018-05-26,0.10,1,340
634968,Ca' Gottardi Charme & Art in Venice,3163071,Luca,Isole,Cannaregio,45.44262,12.33218,Private room,200,2,7,2016-07-09,0.11,1,220
636637,Ca' Augusta: Luxurius Family Home since 1800,3174141,Cristina,Isole,Cannaregio,45.43949,12.33978,Entire home/apt,260,3,99,2019-04-30,1.35,1,302
641360,Very nice flat near Rialto Bridge,3204162,Andrea,Isole,San Polo,45.43903,12.33519,Entire home/apt,120,3,247,2019-04-23,3.03,1,243
644227,Stile e comfort in Venezia centro,2541758,Silvia Anna,Isole,San Marco,45.4328,12.33251,Entire home/apt,120,3,0,,,1,130
644245,Ca' Matilda,3215960,Manuel,Isole,Santa Croce,45.4403,12.32324,Entire home/apt,190,2,200,2019-04-25,2.54,2,268
648497,RENOVATED APARTMENT FEW STEPS FROM RIALTO BRIDGE!,3215031,Cristina,Isole,San Polo,45.437,12.3316,Entire home/apt,175,2,186,2019-05-08,2.45,3,138
649092,Authentic Venetian Palace center,2399510,Marina,Isole,Cannaregio,45.44058,12.33884,Entire home/apt,150,3,94,2019-01-03,1.17,2,359
650767,VENICE PIAZZA SAN MARCO,3268637,Massimo,Isole,Castello,45.43476,12.3409,Entire home/apt,161,2,42,2018-11-18,0.52,2,301
652116,Very central apartment in Venice,3296218,Vicri,Isole,San Polo,45.43731,12.32733,Entire home/apt,106,3,172,2019-05-09,2.38,5,296
652874,Ca'Donzela near Rialto with Wi-Fi ,3281444,Attilio & Arelis,Isole,San Polo,45.43854,12.33329,Entire home/apt,80,3,240,2019-04-26,2.95,4,241
655245,b&b Casa Kirti ,3161400,Gianni,Terraferma,Marghera Catene,45.47764,12.21487,Private room,55,2,270,2019-04-21,3.69,4,354
672422,REGINA ELENA  apartment with Jacuzzi in VENICE,3343123,Roberto,Isole,Cannaregio,45.44326,12.32747,Entire home/apt,130,3,0,,,1,3
673910,ENJOY THE VENICE'S CENTRE        .,3437195,Valentina,Isole,Cannaregio,45.44275,12.32963,Private room,99,1,149,2019-04-25,2.03,5,183
676323,OTTIMA CAMERA VENEZIA CENTRO,3437195,Valentina,Isole,Cannaregio,45.44364,12.33075,Private room,110,1,127,2019-04-14,1.56,5,170
681801,Al Giardino Apartment in Venice!,425369,Maurizio,Terraferma,Favaro,45.5101,12.28146,Entire home/apt,38,2,85,2019-02-17,1.05,4,352
683030,Ca'Elena Apartment for Holidays ,3458662,Michele,Isole,Cannaregio,45.44236,12.34116,Entire home/apt,140,2,13,2015-09-27,0.18,1,365
686076,"Cannaregio, la vita della città! 1°",3499666,Alessandro,Isole,Cannaregio,45.44248,12.32455,Entire home/apt,150,3,146,2018-09-29,1.83,2,314
686102,Campo S.Geremia e Lucia - Labia - 2,3499666,Alessandro,Isole,Cannaregio,45.44312,12.3239,Entire home/apt,160,3,125,2019-04-21,1.73,2,333
689490,Ca' dei Zoti 1 - san Marco with luggage room,2825961,Maria Beatrice,Isole,San Marco,45.43327,12.3282,Entire home/apt,170,1,227,2019-04-20,3.01,3,149
690288,"1BR Apartment in Canareggio, Venice",3526444,Luca,Isole,Cannaregio,45.44495,12.3232,Entire home/apt,71,5,78,2019-05-10,0.97,1,0
693812,Venetian Mood: SECRET GARDEN,3549494,Manuela,Isole,Giudecca,45.4249,12.33763,Entire home/apt,77,1,53,2019-04-25,0.78,10,298
694828,Ca' Duse pretty garden in Venice,3556311,Andrea,Isole,Cannaregio,45.43998,12.34069,Entire home/apt,84,3,279,2019-04-27,3.53,2,177
702745,FEW STEPS FROM SAN MARCO-RED HEART OF VENICE,1813795,Maura,Isole,Castello,45.43649,12.34,Private room,69,1,195,2019-03-29,2.64,3,241
703732,Luxury nice Apartment in Venice,3613869,Marta,Terraferma,Chirignago,45.48244,12.19359,Entire home/apt,68,3,158,2019-05-08,2.16,1,287
707115,CA' DELL'ANGELO with rooftop view,1438903,Barbara,Isole,San Marco,45.43448,12.33459,Entire home/apt,340,3,40,2019-04-26,0.55,26,67
707434,Welcome to The Venice Apartment!,3206872,Luciano,Isole,Dorsoduro,45.43476,12.32412,Entire home/apt,126,4,158,2019-05-04,1.97,1,242
711048,CENTRO MESTRE COMODISSIMO PER VENEZIA CON CUCINA,365995,Andre,Terraferma,Piave 1860,45.49013,12.24235,Private room,44,2,74,2018-06-11,0.99,2,130
713783,Flat Penelope 5 min walk to Rialto,3674980,Matteo E Luisa,Isole,Cannaregio,45.44097,12.33977,Entire home/apt,162,3,26,2019-05-07,0.36,4,304
713788,Studio Canal...a charming place,3674980,Matteo E Luisa,Isole,Cannaregio,45.44006,12.33847,Entire home/apt,99,3,37,2019-05-06,0.47,4,305
714456,A lovely apartment  in Venice,3679500,Adriana,Isole,Castello,45.43792,12.34735,Entire home/apt,130,2,50,2019-02-25,0.67,1,301
719981,"Typical Venetian Palace view on the canal, quiet",3715828,Fulvia,Isole,Cannaregio,45.44529,12.31951,Entire home/apt,130,3,174,2019-05-05,2.18,1,328
721517,Lovisella 1BR Apt behind St. Mark's Square,510349,Roberta,Isole,San Marco,45.4333,12.33533,Entire home/apt,160,2,127,2019-04-25,1.59,3,269
723218,"Colleoni Holidays - near Rialto Bridge, modern apt",289615,Valentina,Isole,Cannaregio,45.44034,12.34011,Entire home/apt,95,2,43,2019-02-26,0.54,76,258
723983,CA' DEL RE - THE KING'S HOME,3742652,Arianna,Isole,Castello,45.43176,12.35516,Entire home/apt,95,2,54,2018-10-21,0.75,1,313
724156,CA' BECCARIE 2 - RIALTO & FREE WI-FI,289615,Valentina,Isole,San Polo,45.43967,12.33353,Entire home/apt,90,2,17,2018-05-13,0.25,76,261
724178,Apartment Tiziano (100m from St. Mark's Square),2634978,City Apartments,Isole,San Marco,45.43324,12.33718,Entire home/apt,230,3,3,2017-05-27,0.07,109,4
724334,CA' BECCARIE 1: RIALTO & FREE WIFI,289615,Valentina,Isole,San Polo,45.43978,12.33425,Entire home/apt,90,2,9,2019-03-28,0.11,76,257
724433,BECCARIE RESIDENCE IN RIALTO & WIFI,334601,Faville Tours,Isole,San Polo,45.43966,12.33267,Entire home/apt,300,2,92,2019-05-05,1.17,4,79
727310,"PLEASANT ROOM W/ENSUITE BATH,FREEWF",3697780,Alexandros,Terraferma,Piave 1860,45.48488,12.23218,Private room,38,2,448,2019-04-27,5.60,1,246
730241,"Cà Sette, Culture and Relax",3797218,Claudia,Terraferma,Piave 1860,45.4851,12.24411,Entire home/apt,70,3,19,2019-01-03,0.28,1,258
739001,Venice-in lido bikes free - WIFI,1633819,Amelia,Isole,Lido,45.39732,12.35993,Entire home/apt,80,3,157,2019-05-01,2.11,1,238
740308,Residenza de l'Osmarin canal view !!!,3874113,Maria Elisabetta,Isole,Castello,45.43504,12.34224,Private room,169,1,0,,,2,364
740310,Suite - wonderful view and balcony,3874113,Maria Elisabetta,Isole,Castello,45.43467,12.34227,Private room,180,2,1,2014-10-27,0.02,2,336
741425,PLEASANT AND IN WONDERFUL LOCATION!,3880254,Sabina,Isole,Santa Croce,45.43589,12.32334,Entire home/apt,105,3,142,2019-04-25,1.89,10,313
744022,CA TERRAZZA III,401113,Cristina,Isole,Castello,45.43719,12.34005,Entire home/apt,120,2,45,2019-03-25,0.57,10,323
747693,Casa della Sposa - Cà dei Celsi,3925845,Pier Giorgio E Paolo,Isole,Castello,45.43755,12.35033,Entire home/apt,155,3,139,2018-10-01,1.83,1,360
747818,House Rialto Venice,3926719,Cara,Isole,Santa Croce,45.44104,12.33189,Entire home/apt,71,3,127,2019-04-24,1.62,2,325
751296,"Palazzo Regina Vittoria, loft next to  Saint  Mark",3873219,Giovanni,Isole,San Marco,45.43488,12.33654,Entire home/apt,185,3,178,2019-04-30,3.46,1,269
752918,SAN GIACOMO 3 sunny with canal view,1438903,Barbara,Isole,Santa Croce,45.43909,12.32718,Entire home/apt,210,2,17,2019-04-22,0.25,26,123
753235,SAN LORENZO TERRACE central with sunny terrace,1438903,Barbara,Isole,Castello,45.43826,12.34389,Entire home/apt,190,3,15,2018-04-15,0.26,26,153
753936,VENICE HEAVEN APARTMENTS- CA GIULIA WITH TERRACE,1554828,Veronica,Isole,Castello,45.43429,12.34139,Entire home/apt,190,2,198,2019-01-05,2.54,6,223
754792,Ca' degli Scalzi,3215960,Manuel,Isole,Cannaregio,45.44239,12.32138,Entire home/apt,130,2,204,2019-04-24,2.67,2,309
755201,Lando's Holiday Home love nest,3970595,Michela,Isole,San Polo,45.43733,12.33273,Entire home/apt,85,2,214,2018-09-17,2.85,2,255
